OBJECTID,POST_ID,MS_SPACE_NUM,ON_OFFSTREET_TYPE,JURISDICTION,PM_DISTRICT_ID,BLOCKFACE_ID,ACTIVE_METER_FLAG,REASON_CODE,METER_TYPE,METER_VENDOR,METER_MODEL,CAP_COLOR,STREET_ID,STREET_NAME,STREET_NUM,STREET_SEG_CTRLN_ID,LONGITUDE,LATITUDE,WORK_ORDER,COLLECTION_ROUTE,COLLECTION_SUBROUTE,PMR_ROUTE,COLLECTION_ROUTE_DESC,COLLECTION_SUBROUTE_DESC,shape,analysis_neighborhood,supervisor_district,Analysis Neighborhoods,Neighborhoods,SF Find Neighborhoods,Current Police Districts,Current Supervisor Districts,ON_OFFSTREET_TYPE_DESC,METER_STATUS,METER_TYPE_DESC,GEO_POINT,LOCATION_GRID,IS_ACTIVE,IS_TEMPORARY,PARKING_ZONE
183062,607-32050,0,ON,SFMTA,7.0,607321,M,-,SS,MacKay,mkBeacon,Yellow,607.0,PIERCE ST,3205.0,10445000.0,-122.4394554977,37.7996824988,,216,216-51,F-2,Lombard St: 2000 - 2400,Divisadero Pierce Scott Steiner,POINT (-122.439455498 37.799682499),Marina,2,13,17,17,4,6,ON_STREET,Active,Single-space,POINT(-122.4394554977 37.7996824988),-122.439_37.8,True,False,7.0_Marina_2
179521,419-12250,0,ON,SFMTA,15.0,419121,M,-,SS,IPS,M5,Grey,419.0,FRANKLIN ST,1225.0,5818000.0,-122.4232677014,37.7862290022,,409,409-3,E-3,Franklin St: Unit - 900,Franklin 1200-1500,POINT (-122.423267701 37.786229002),Western Addition,2,39,100,100,4,6,ON_STREET,Active,Single-space,POINT(-122.4232677014 37.7862290022),-122.423_37.786,True,False,15.0_Western Addition_2
177049,561-03060,0,ON,SFMTA,2.0,561032,M,-,SS,IPS,M5,Grey,561.0,MAIN ST,306.0,8630000.0,-122.3916741011,37.7891341028,,DPT MOS,DPT MOS,M-1,,,POINT (-122.391674101 37.789134103),Financial District/South Beach,6,8,30,30,1,10,ON_STREET,Active,Single-space,POINT(-122.3916741011 37.7891341028),-122.392_37.789,True,False,2.0_Financial District/South Beach_6
175759,440-56160,0,ON,SFMTA,21.0,440562,T,U8,SS,IPS,M5,Green,440.0,GEARY BLVD,5616.0,6077201.0,-122.4799726007,37.7804467016,,DPT MOS,DPT MOS,B-3,,,POINT (-122.479972601 37.780446702),Outer Richmond,1,29,8,8,8,4,ON_STREET,Temporarily Inactive,Single-space,POINT(-122.4799726007 37.7804467016),-122.48_37.78,False,True,21.0_Outer Richmond_1
178491,686-01080,0,ON,SFMTA,13.0,686012,M,-,SS,IPS,M5,Grey,686.0,TURK ST,108.0,12717000.0,-122.4111648982,37.7832261016,,416,416-2,J-1,Turk St: 100 - 900,Turk Unit-700,POINT (-122.411164898 37.783226102),Tenderloin,5,36,20,20,5,10,ON_STREET,Active,Single-space,POINT(-122.4111648982 37.7832261016),-122.411_37.783,True,False,13.0_Tenderloin_5
184408,836-00005,0,ON,PORT,11.0,836001,P,-,MS,MacKay,Tango,Grey,,FRANCISCO ST,5.0,5754000.0,-122.406472597,37.805500199,,605,605-4,Port 1,Chestnut St; Mongomery St,Francisco,POINT (-122.406472597 37.805500199),North Beach,3,23,18,18,6,3,ON_STREET,Pay-by-license plate,Multi-space,POINT(-122.406472597 37.805500199),-122.406_37.806,False,False,11.0_North Beach_3
184419,300-12004,0,ON,SFMTA,29.0,300122,P,-,MS,MacKay,Tango,Grey,,ALABAMA ST,1200.0,2118000.0,-122.4110015013,37.7525462013,,M-303,M303-1,R-4,24TH STREET,24TH STREET,POINT (-122.411001501 37.752546201),Mission,9,20,53,53,3,2,ON_STREET,Pay-by-license plate,Multi-space,POINT(-122.4110015013 37.7525462013),-122.411_37.753,False,False,29.0_Mission_9
184921,831-06440,0,ON,PORT,2.0,831061,M,-,SS,IPS,M5,Grey,831.0,EMBARCADERO SOUTH,644.0,12547101.0,-122.3883898982,37.7831237976,,614,614-2,Port 3,South Embarcadero,South Embarcadero 400-700,POINT (-122.388389898 37.783123798),Financial District/South Beach,6,8,31,31,1,10,ON_STREET,Active,Single-space,POINT(-122.3883898982 37.7831237976),-122.388_37.783,True,False,2.0_Financial District/South Beach_6
181885,388-01800,0,ON,SFMTA,42.0,388012,M,-,SS,MacKay,mkBeacon,Grey,388.0,DE HARO ST,180.0,4628000.0,-122.4019631395,37.7677131042,,433,433-3,S-1,ShowPlace Square,Showplace Square,POINT (-122.40196314 37.767713104),Mission Bay,6,4,33,33,1,9,ON_STREET,Active,Single-space,POINT(-122.4019631395 37.7677131042),-122.402_37.768,True,False,42.0_Mission Bay_6
185762,605-01080,8,ON,SFMTA,3.0,605012,M,-,MS,MacKay,Tango,Grey,605.0,PAGE ST,108.0,10170000.0,-122.4227731686,37.7740923264,,M-435,M435-1,H-1,Hayes Valley,Hayes Valley,POINT (-122.422773169 37.774092326),Hayes Valley,6,9,26,26,4,11,ON_STREET,Active,Multi-space,POINT(-122.4227731686 37.7740923264),-122.423_37.774,True,False,3.0_Hayes Valley_6
183267,611-04150,0,ON,SFMTA,24.0,611041,U,U8,-,IPS,M5,-,611.0,PARNASSUS AVE,415.0,10293000.0,-122.4583486838,37.7632668378,,,,A-3,,,POINT (-122.458348684 37.763266838),Inner Sunset,7,14,110,110,7,8,ON_STREET,Unmetered,Unknown,POINT(-122.4583486838 37.7632668378),-122.458_37.763,False,False,24.0_Inner Sunset_7
178538,681-02290,0,ON,SFMTA,13.0,681021,T,UX,SS,IPS,M5,Yellow,681.0,TAYLOR ST,229.0,12428000.0,-122.4111913011,37.7849016999,,212,212-3,J-1,Jones St: Unit - 800,Taylor: Unit - 700,POINT (-122.411191301 37.7849017),Tenderloin,5,36,20,20,5,10,ON_STREET,Temporarily Inactive,Single-space,POINT(-122.4111913011 37.7849016999),-122.411_37.785,False,True,13.0_Tenderloin_5
178233,440-48150,0,ON,SFMTA,9.0,440481,M,-,SS,IPS,M5,Grey,440.0,GEARY BLVD,4815.0,6068101.0,-122.4712501282,37.7805687945,,126,126-4,B-2,Geary St: 2400 - 4800,Geary 4600-5000,POINT (-122.471250128 37.780568795),Inner Richmond,1,11,5,5,8,4,ON_STREET,Active,Single-space,POINT(-122.4712501282 37.7805687945),-122.471_37.781,True,False,9.0_Inner Richmond_1
176711,360-18120,0,ON,SFMTA,21.0,360182,M,-,SS,IPS,M5,Grey,360.0,CLEMENT ST,1812.0,4169000.0,-122.4788331983,37.7823618994,,127,127-1,B-4,Clement St: 1800 - 2400,Clement (Outer),POINT (-122.478833198 37.782361899),Outer Richmond,1,29,8,8,8,4,ON_STREET,Active,Single-space,POINT(-122.4788331983 37.7823618994),-122.479_37.782,True,False,21.0_Outer Richmond_1
176193,224-32370,0,ON,SFMTA,4.0,224323,T,U5,SS,IPS,M5,Grey,224.0,24TH ST,3237.0,1344000.0,-122.417755801,37.7522164014,,303,303-1,R-4,24 St (Lower): 2700 - 3300,24th St Lower,POINT (-122.417755801 37.752216401),Mission,9,20,53,53,3,2,ON_STREET,Temporarily Inactive,Single-space,POINT(-122.417755801 37.7522164014),-122.418_37.752,False,True,4.0_Mission_9
175401,326-06370,0,ON,SFMTA,6.0,326061,M,-,SS,IPS,M5,Grey,326.0,BEACH ST,637.0,2845000.0,-122.4201770457,37.8066373954,,201,201-51,F-1,Fishermans Wharf,Fishermans Wharf,POINT (-122.420177046 37.806637395),Russian Hill,3,32,99,99,6,6,ON_STREET,Active,Single-space,POINT(-122.4201770457 37.8066373954),-122.42_37.807,True,False,6.0_Russian Hill_3
175970,490-10150,0,ON,SFMTA,24.0,490101,M,-,SS,MacKay,mkBeacon,Black,490.0,IRVING ST,1015.0,7288000.0,-122.4687938017,37.7638536011,,121,121-1,A-4,Outer Irving St: 600 - 1000,Irving (Outer),POINT (-122.468793802 37.763853601),Inner Sunset,7,14,109,109,10,11,ON_STREET,Active,Single-space,POINT(-122.4687938017 37.7638536011),-122.469_37.764,True,False,24.0_Inner Sunset_7
179987,418-00760,0,ON,SFMTA,2.0,418002,M,-,SS,MacKay,mkBeacon,Green,418.0,FOLSOM ST,76.0,5650000.0,-122.3908163977,37.7903126989,,DPT MOS,DPT MOS,M-1,,,POINT (-122.390816398 37.790312699),Financial District/South Beach,6,8,108,108,1,10,ON_STREET,Active,Single-space,POINT(-122.3908163977 37.7903126989),-122.391_37.79,True,False,2.0_Financial District/South Beach_6
183500,211-02004,0,ON,SFMTA,14.0,211022,P,-,MS,MacKay,Tango,Grey,211.0,11TH ST,200.0,510000.0,-122.415163,37.772653,,M-408,M408-2,N-1,Otis St: Unit,10th St: Unit - 100,POINT (-122.415163 37.772653),Mission,6,20,32,32,1,10,ON_STREET,Pay-by-license plate,Multi-space,POINT(-122.415163 37.772653),-122.415_37.773,False,False,14.0_Mission_6
181587,331-06250,0,ON,SFMTA,2.0,331061,M,-,SS,IPS,M5,Grey,331.0,BRYANT ST,625.0,3285000.0,-122.3986407981,37.7789775998,,DPT MOS,DPT MOS,N-4,,,POINT (-122.398640798 37.7789776),South of Market,6,34,32,32,1,10,ON_STREET,Active,Single-space,POINT(-122.3986407981 37.7789775998),-122.399_37.779,True,False,2.0_South of Market_6
181074,606-14060,0,ON,SFMTA,15.0,606142,M,-,SS,IPS,M5,Green,606.0,PINE ST,1406.0,10476000.0,-122.4191670005,37.7898566005,,115,115-2,D-1,California: 1400 - 1700,California: 1400-1700,POINT (-122.419167001 37.7898566),Nob Hill,3,21,105,105,4,3,ON_STREET,Active,Single-space,POINT(-122.4191670005 37.7898566005),-122.419_37.79,True,False,15.0_Nob Hill_3
177524,501-01070,0,ON,SFMTA,1.0,501011,M,-,SS,IPS,M5,Yellow,501.0,JESSIE ST,107.0,7517000.0,-122.4005331022,37.7882423018,,422,422-1,M-2,Stevenson St: Jessie St:,Jessie-Stevenson,POINT (-122.400533102 37.788242302),Financial District/South Beach,6,8,108,108,6,10,ON_STREET,Active,Single-space,POINT(-122.4005331022 37.7882423018),-122.401_37.788,True,False,1.0_Financial District/South Beach_6
178110,700-07460,0,ON,SFMTA,4.0,700072,M,-,SS,MacKay,mkBeacon,Red,700.0,VALENCIA ST,746.0,13064000.0,-122.4215938018,37.7607299004,,301,301-2,R-3,Valencia 24th St 400 - 1200,Valencia: McCoppin - 24th St,POINT (-122.421593802 37.7607299),Mission,9,20,37,37,3,5,ON_STREET,Active,Single-space,POINT(-122.4215938018 37.7607299004),-122.422_37.761,True,False,4.0_Mission_9
174523,500-00910,0,ON,SFMTA,1.0,500001,U,U7,-,-,-,-,500.0,JACKSON ST,91.0,7359000.0,-122.3978631978,37.7970926975,,,,G-2,,,POINT (-122.397863198 37.797092697),Financial District/South Beach,3,8,77,77,6,3,ON_STREET,Unmetered,Unknown,POINT(-122.3978631978 37.7970926975),-122.398_37.797,False,False,1.0_Financial District/South Beach_3
181623,350-02220,0,ON,SFMTA,1.0,350022,M,-,SS,IPS,M5,Yellow,350.0,CALIFORNIA ST,222.0,3526000.0,-122.3995515981,37.7933361017,,210,210-2,I-1,California: Unit - 900 Pine St,California: Unit - 700,POINT (-122.399551598 37.793336102),Financial District/South Beach,3,8,108,108,6,3,ON_STREET,Active,Single-space,POINT(-122.3995515981 37.7933361017),-122.4_37.793,True,False,1.0_Financial District/South Beach_3
178033,700-03420,0,ON,SFMTA,16.0,700032,M,-,SS,MacKay,mkBeacon,Grey,700.0,VALENCIA ST,342.0,13057002.0,-122.4221943987,37.7670005978,,100,100,R-2,,,POINT (-122.422194399 37.767000598),Mission,9,20,37,37,3,5,ON_STREET,Active,Single-space,POINT(-122.4221943987 37.7670005978),-122.422_37.767,True,False,16.0_Mission_9
180637,440-62170,0,ON,SFMTA,21.0,440621,M,-,SS,IPS,M5,Grey,440.0,GEARY BLVD,6217.0,6083101.0,-122.4863744022,37.779877000400006,,118,118-1,B-4,Geary St: 5000 - 5200,Geary,POINT (-122.486374402 37.779877),Outer Richmond,1,29,8,8,8,4,ON_STREET,Active,Single-space,POINT(-122.4863744022 37.779877000400006),-122.486_37.78,True,False,21.0_Outer Richmond_1
175855,546-27230,0,ON,SFMTA,6.0,546273,M,-,SS,IPS,M5,Grey,546.0,LEAVENWORTH ST,2723.0,8274000.0,-122.4189220981,37.806600798800005,,201,201-51,F-1,Fishermans Wharf,Fishermans Wharf,POINT (-122.418922098 37.806600799),Russian Hill,3,32,99,99,6,6,ON_STREET,Active,Single-space,POINT(-122.4189220981 37.806600798800005),-122.419_37.807,True,False,6.0_Russian Hill_3
178998,613-06730,0,ON,SFMTA,27.0,613061,M,-,SS,IPS,M5,Grey,613.0,PORTOLA DR,673.0,10615102.0,-122.4527300016,37.7446658992,,324,324-1,A-1,"""Portola St: 600 - 700 """,Portola,POINT (-122.452730002 37.744665899),West of Twin Peaks,7,41,72,72,9,8,ON_STREET,Active,Single-space,POINT(-122.4527300016 37.7446658992),-122.453_37.745,True,False,27.0_West of Twin Peaks_7
181214,651-10150,0,ON,SFMTA,12.0,651101,M,-,SS,IPS,M5,Yellow,651.0,SANSOME ST,1015.0,11556000.0,-122.4026004317,37.7998926866,,205,205-1,G-1,Sansome St: Unit-800 Battery S,Sansome: Unit - 800 Halleck,POINT (-122.402600432 37.799892687),North Beach,3,23,18,18,6,3,ON_STREET,Active,Single-space,POINT(-122.4026004317 37.7998926866),-122.403_37.8,True,False,12.0_North Beach_3
185751,444-03001,0,ON,SFMTA,1.0,444031,U,-,MS,MacKay,Tango,Yellow,,GRANT AVE,300.0,6387000.0,-122.4054951165,37.7897355032,,,,I-3,,,POINT (-122.405495116 37.789735503),Financial District/South Beach,3,8,19,19,6,3,ON_STREET,Unmetered,Multi-space,POINT(-122.4054951165 37.7897355032),-122.405_37.79,False,False,1.0_Financial District/South Beach_3
181993,420-03140,0,ON,SFMTA,2.0,420032,M,-,SS,IPS,M5,Yellow,420.0,FREMONT ST,314.0,5864000.0,-122.3932112974,37.7875639991,,DPT MOS,DPT MOS,M-1,,,POINT (-122.393211297 37.787563999),Financial District/South Beach,6,8,30,30,1,10,ON_STREET,Active,Single-space,POINT(-122.3932112974 37.7875639991),-122.393_37.788,True,False,2.0_Financial District/South Beach_6
175263,542-11100,0,ON,SFMTA,15.0,542112,M,-,SS,IPS,M5,Grey,542.0,LARKIN ST,1110.0,8136000.0,-122.4184595008,37.7883260985,,414,414-2,D-1,Larkin St: Unit - 1100,Larkin Unit-1100,POINT (-122.418459501 37.788326098),Nob Hill,3,21,50,50,6,3,ON_STREET,Active,Single-space,POINT(-122.4184595008 37.7883260985),-122.418_37.788,True,False,15.0_Nob Hill_3
176204,471-08150,0,ON,SFMTA,2.0,471081,M,-,SS,IPS,M5,Grey,471.0,HARRISON ST,815.0,6719000.0,-122.4000824017,37.7802933016,,DPT MOS,DPT MOS,N-4,,,POINT (-122.400082402 37.780293302),South of Market,6,34,32,32,1,10,ON_STREET,Active,Single-space,POINT(-122.4000824017 37.7802933016),-122.4_37.78,True,False,2.0_South of Market_6
179983,417-00130,0,ON,SFMTA,15.0,417001,U,U9,-,-,-,-,417.0,FRANK NORRIS ST,13.0,5790000.0,-122.419340098,37.7892712028,,,,D-1,,,POINT (-122.419340098 37.789271203),Nob Hill,3,21,50,50,4,3,ON_STREET,Unmetered,Unknown,POINT(-122.419340098 37.7892712028),-122.419_37.789,False,False,15.0_Nob Hill_3
179625,330-09550,0,ON,SFMTA,42.0,330091,M,-,SS,MacKay,mkBeacon,Grey,330.0,BRANNAN ST,955.0,3089000.0,-122.4066852012,37.7701787975,,418,418-1,S-1,Brannan St: 700 - 900 9th St,9th-11th Brannan Bryant Harrison,POINT (-122.406685201 37.770178798),South of Market,6,34,33,33,1,10,ON_STREET,Active,Single-space,POINT(-122.4066852012 37.7701787975),-122.407_37.77,True,False,42.0_South of Market_6
180514,422-08540,0,ON,SFMTA,12.0,422082,U,UX,SS,IPS,M5,Black,422.0,FRONT ST,854.0,5874000.0,-122.399977571,37.7995789795,,,,G-1,,,POINT (-122.399977571 37.799578979),Financial District/South Beach,3,8,77,77,6,3,ON_STREET,Unmetered,Single-space,POINT(-122.399977571 37.7995789795),-122.4_37.8,False,False,12.0_Financial District/South Beach_3
183324,614-16340,0,ON,SFMTA,5.0,614162,M,-,SS,IPS,M5,Yellow,614.0,POST ST,1634.0,10644000.0,-122.4294584018,37.7856794008,,102,102-52,C-3,Fillmore Flats: 1000 - 1500,Fillmore Flats,POINT (-122.429458402 37.785679401),Japantown,5,15,101,101,4,11,ON_STREET,Active,Single-space,POINT(-122.4294584018 37.7856794008),-122.429_37.786,True,False,5.0_Japantown_5
175300,203-46050,0,ON,SFMTA,34.0,203461,U,U7,-,-,-,-,203.0,03RD ST,4605.0,210101.0,-122.3900906981,37.7361098983,,,,O-4,,,POINT (-122.390090698 37.736109898),Bayview Hunters Point,10,1,86,86,2,9,ON_STREET,Unmetered,Unknown,POINT(-122.3900906981 37.7361098983),-122.39_37.736,False,False,34.0_Bayview Hunters Point_10
183183,664-16270,0,ON,SFMTA,12.0,664161,M,-,SS,IPS,M5,Grey,664.0,STOCKTON ST,1627.0,12214000.0,-122.4093939976,37.8011595019,,206,206-3,G-4,Powell St: 1000 - 1700,Powell: 1000-17000,POINT (-122.409393998 37.801159502),North Beach,3,23,106,106,6,3,ON_STREET,Active,Single-space,POINT(-122.4093939976 37.8011595019),-122.409_37.801,True,False,12.0_North Beach_3
180769,561-02122,2,ON,SFMTA,1.0,561022,U,U1,MS,MacKay,Elite,Black,561.0,MAIN ST,212.0,8629000.0,-122.3930099976,37.790202801,,,,M-1,,,POINT (-122.393009998 37.790202801),Financial District/South Beach,6,8,108,108,1,10,ON_STREET,Unmetered,Multi-space,POINT(-122.3930099976 37.790202801),-122.393_37.79,False,False,1.0_Financial District/South Beach_6
184846,831-06420,0,ON,PORT,2.0,831061,M,-,SS,IPS,M5,Grey,831.0,EMBARCADERO SOUTH,642.0,12547101.0,-122.3883849026,37.7831850973,,614,614-2,Port 3,South Embarcadero,South Embarcadero 400-700,POINT (-122.388384903 37.783185097),Financial District/South Beach,6,8,31,31,1,10,ON_STREET,Active,Single-space,POINT(-122.3883849026 37.7831850973),-122.388_37.783,True,False,2.0_Financial District/South Beach_6
175305,203-51070,0,ON,SFMTA,34.0,203511,M,-,SS,IPS,M5,Grey,203.0,03RD ST,5107.0,215101.0,-122.3914861006,37.7321366974,,308,308-1,O-4,3rd St: 4600 - 5100,3rd St,POINT (-122.391486101 37.732136697),Bayview Hunters Point,10,1,86,86,2,9,ON_STREET,Active,Single-space,POINT(-122.3914861006 37.7321366974),-122.391_37.732,True,False,34.0_Bayview Hunters Point_10
181675,612-03280,28,ON,SFMTA,3.0,612032,M,-,MS,MacKay,Elite,Grey,612.0,DR CARLTON B GOODLETT PL,70.0,10549000.0,-122.4183638019,37.7797750988,,M-412,M412-1,J-4,Polk St: 300,Polk St. 300,POINT (-122.418363802 37.779775099),Tenderloin,5,36,21,21,4,10,ON_STREET,Active,Multi-space,POINT(-122.4183638019 37.7797750988),-122.418_37.78,True,False,3.0_Tenderloin_5
174686,490-21100,0,ON,SFMTA,24.0,490212,M,-,SS,MacKay,mkBeacon,Grey,490.0,IRVING ST,2110.0,7299000.0,-122.4807974023,37.7634713975,,120,120-2,A-5,Inner Irving St: 1800 - 2500,Outer Irving,POINT (-122.480797402 37.763471397),Sunset/Parkside,4,35,39,39,10,7,ON_STREET,Active,Single-space,POINT(-122.4807974023 37.7634713975),-122.481_37.763,True,False,24.0_Sunset/Parkside_4
183770,666-04140,0,ON,SFMTA,1.0,666042,M,-,SS,IPS,M5,Yellow,666.0,SUTTER ST,414.0,12322000.0,-122.4075260011,37.7894224011,,209,209-4,I-3,Bush St: 100 - 900 Sutter St,Sutter: Unit - 800,POINT (-122.407526001 37.789422401),Financial District/South Beach,3,8,19,19,6,3,ON_STREET,Active,Single-space,POINT(-122.4075260011 37.7894224011),-122.408_37.789,True,False,1.0_Financial District/South Beach_3
184729,471-08008,0,ON,SFMTA,2.0,471082,P,-,MS,MacKay,Tango,Grey,471.0,HARRISON ST,800.0,6719000.0,-122.4015642998,37.7793844015,,M-429,M429-2,N-4,Herrison St 500,Harrison 400-800,POINT (-122.4015643 37.779384401),South of Market,6,34,32,32,1,10,ON_STREET,Pay-by-license plate,Multi-space,POINT(-122.4015642998 37.7793844015),-122.402_37.779,False,False,2.0_South of Market_6
180639,440-62240,0,ON,SFMTA,21.0,440622,M,-,SS,IPS,M5,Grey,440.0,GEARY BLVD,6224.0,6083201.0,-122.4864221008,37.7801471994,,118,118-2,B-4,Geary St: 5000 - 5200,Geary,POINT (-122.486422101 37.780147199),Outer Richmond,1,29,8,8,8,4,ON_STREET,Active,Single-space,POINT(-122.4864221008 37.7801471994),-122.486_37.78,True,False,21.0_Outer Richmond_1
174259,418-05080,0,ON,SFMTA,2.0,418052,U,U1,-,-,-,-,418.0,FOLSOM ST,508.0,5657000.0,-122.3948133976,37.7871546996,,,,M-2,,,POINT (-122.394813398 37.7871547),Financial District/South Beach,6,8,32,32,1,10,ON_STREET,Unmetered,Unknown,POINT(-122.3948133976 37.7871546996),-122.395_37.787,False,False,2.0_Financial District/South Beach_6
178555,581-25150,0,ON,SFMTA,25.0,581251,M,-,SS,IPS,M5,Grey,581.0,NORIEGA ST,2515.0,9666000.0,-122.4907444024,37.7535170995,,332,332-1,A-2,Noriega St: 2300 - 2500,Noriega 30th Ave - 34th Ave,POINT (-122.490744402 37.7535171),Sunset/Parkside,4,35,39,39,10,7,ON_STREET,Active,Single-space,POINT(-122.4907444024 37.7535170995),-122.491_37.754,True,False,25.0_Sunset/Parkside_4
177673,571-00150,0,ON,SFMTA,1.0,571001,M,-,SS,IPS,M5,Yellow,571.0,MONTGOMERY ST,15.0,9297000.0,-122.4021500998,37.7895124004,,221,221-1,I-2,Montgomery St: Unit - 600,Montgomery: Unit - 600,POINT (-122.4021501 37.7895124),Financial District/South Beach,3,8,19,19,6,3,ON_STREET,Active,Single-space,POINT(-122.4021500998 37.7895124004),-122.402_37.79,True,False,1.0_Financial District/South Beach_3
181393,680-10100,0,ON,SFMTA,26.0,680102,M,-,SS,IPS,M5,Grey,680.0,TARAVAL ST,1010.0,12396000.0,-122.4771687982,37.7430673976,,321,321-2,A-2,Taraval St: 400 - 1800,Taraval,POINT (-122.477168798 37.743067398),Sunset/Parkside,4,35,40,40,10,7,ON_STREET,Active,Single-space,POINT(-122.4771687982 37.7430673976),-122.477_37.743,True,False,26.0_Sunset/Parkside_4
183824,720-08370,0,ON,SFMTA,12.0,720081,M,-,SS,IPS,M5,Grey,720.0,WASHINGTON ST,837.0,13417000.0,-122.4076851008,37.7949499981,,DPT MOS,DPT MOS,G-3,,,POINT (-122.407685101 37.794949998),Chinatown,3,6,104,104,6,3,ON_STREET,Active,Single-space,POINT(-122.4076851008 37.7949499981),-122.408_37.795,True,False,12.0_Chinatown_3
179978,415-30180,0,ON,SFMTA,8.0,415302,M,-,SS,MacKay,mkBeacon,Grey,415.0,FILLMORE ST,3018.0,5562000.0,-122.4355232005,37.7976422989,,215,215-2,F-2,Union St:1500-2200 Fillmore St,Filbert/Fillmore/Greenwich/Pix,POINT (-122.435523201 37.797642299),Marina,2,13,15,15,4,6,ON_STREET,Active,Single-space,POINT(-122.4355232005 37.7976422989),-122.436_37.798,True,False,8.0_Marina_2
174628,328-01340,0,ON,SFMTA,1.0,328012,U,U9,SS,IPS,M5,Grey,328.0,BEALE ST,134.0,2864000.0,-122.3950737004,37.7904416014,,,,M-1,,,POINT (-122.3950737 37.790441601),Financial District/South Beach,6,8,32,32,1,10,ON_STREET,Unmetered,Single-space,POINT(-122.3950737004 37.7904416014),-122.395_37.79,False,False,1.0_Financial District/South Beach_6
185159,552-07005,0,ON,SFMTA,2.0,552071,P,-,MS,MacKay,Tango,Grey,552.0,LONG BRIDGE ST,700.0,15003000.0,-122.394068,37.77123,,M-432,M432-51,P-1,Channel St: 300,Mission Bay: 4th St; Long Bridge,POINT (-122.394068 37.77123),Mission Bay,6,4,34,34,1,10,ON_STREET,Pay-by-license plate,Multi-space,POINT(-122.394068 37.77123),-122.394_37.771,False,False,2.0_Mission Bay_6
180373,562-04220,0,ON,SFMTA,13.0,562042,M,-,SS,IPS,M5,Yellow,562.0,MASON ST,422.0,8805000.0,-122.4099239015,37.7877333024,,212,212-6,J-2,Jones St: Unit - 800,Mason: Unit - 600,POINT (-122.409923902 37.787733302),Tenderloin,3,36,19,19,6,3,ON_STREET,Active,Single-space,POINT(-122.4099239015 37.7877333024),-122.41_37.788,True,False,13.0_Tenderloin_3
175041,471-07370,0,ON,SFMTA,2.0,471071,M,-,SS,IPS,M5,Grey,471.0,HARRISON ST,737.0,6718000.0,-122.3983424974,37.7816623011,,429,429-1,M-2,Harrison St: 400 - 800,Harrison 400-700,POINT (-122.398342497 37.781662301),South of Market,6,34,32,32,1,10,ON_STREET,Active,Single-space,POINT(-122.3983424974 37.7816623011),-122.398_37.782,True,False,2.0_South of Market_6
176762,570-01580,0,ON,SFMTA,1.0,570014,M,UV,SS,IPS,M5,Yellow,570.0,MINNA ST,158.0,9041000.0,-122.4004739986,37.7866602008,,422,422-2,M-2,Stevenson St: Jessie St:,Minna-Natoma,POINT (-122.400473999 37.786660201),Financial District/South Beach,6,8,32,32,1,10,ON_STREET,Active,Single-space,POINT(-122.4004739986 37.7866602008),-122.4_37.787,True,False,1.0_Financial District/South Beach_6
178965,720-16570,0,ON,SFMTA,15.0,720161,M,-,SS,IPS,M5,Grey,720.0,WASHINGTON ST,1657.0,13431000.0,-122.4209658017,37.7932430011,,116,116-1,D-2,Sacramento 1600-1700,Sacramento 1600- 1700,POINT (-122.420965802 37.793243001),Russian Hill,3,32,105,105,4,3,ON_STREET,Active,Single-space,POINT(-122.4209658017 37.7932430011),-122.421_37.793,True,False,15.0_Russian Hill_3
180322,472-03140,0,ON,SFMTA,15.0,472032,M,-,SS,IPS,M5,Grey,472.0,HYDE ST,314.0,7117000.0,-122.4158819986,37.7839204025,,413,413-2,E-1,Hyde St: Unit - 1000,Hyde Unit-600,POINT (-122.415881999 37.783920403),Tenderloin,5,36,20,20,5,10,ON_STREET,Active,Single-space,POINT(-122.4158819986 37.7839204025),-122.416_37.784,True,False,15.0_Tenderloin_5
181747,614-22170,0,ON,SFMTA,18.0,614221,M,-,SS,MacKay,mkBeacon,Grey,614.0,POST ST,2217.0,10651000.0,-122.438663,37.7843810999,,103,103-2,C-1,Divisadero St: Sacramento St,Divisadero - Sacramento,POINT (-122.438663 37.7843811),Japantown,5,15,103,103,4,11,ON_STREET,Active,Single-space,POINT(-122.438663 37.7843810999),-122.439_37.784,True,False,18.0_Japantown_5
181668,611-04110,0,ON,SFMTA,24.0,611041,U,U8,-,IPS,M5,-,611.0,PARNASSUS AVE,411.0,10293000.0,-122.4582509848,37.7632944405,,,,A-3,,,POINT (-122.458250985 37.76329444),Inner Sunset,7,14,110,110,7,8,ON_STREET,Unmetered,Unknown,POINT(-122.4582509848 37.7632944405),-122.458_37.763,False,False,24.0_Inner Sunset_7
175564,568-29080,0,ON,SFMTA,29.0,568292,M,-,SS,IPS,M5,Grey,568.0,MISSION ST,2908.0,9127000.0,-122.4183457025,37.7502962974,,306,306-2,R-5,Mission St: 2800 - 3000,24th / 25th / Cesar Chavez / Mis,POINT (-122.418345703 37.750296297),Mission,9,20,53,53,3,2,ON_STREET,Active,Single-space,POINT(-122.4183457025 37.7502962974),-122.418_37.75,True,False,29.0_Mission_9
